time,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,target-POS_X,target-POS_Y,target-POS_Z,target-ROT_X,target-ROT_Y,target-ROT_Z,target-ROT_W
0.0,-4.71238899230957,-1.5707963705062866,1.0471975803375244,-1.5707963705062866,-1.5707963705062866,0.0,-0.2010798156261444,0.963180422782898,1.2060223817825317,-0.9659258723258972,-9.036605774781492e-08,2.4157825961879098e-08,0.258819043636322
1.0,-4.71238899230957,-1.5707963705062866,1.0471975803375244,-1.5707963705062866,-1.5707963705062866,0.0,-0.2010798156261444,0.963180422782898,1.2060223817825317,-0.9659258723258972,-9.036605774781492e-08,2.4157825961879098e-08,0.258819043636322
2.0,-4.711946964263916,-1.567290186882019,1.047621726989746,-1.5668920278549194,-1.5748354196548462,0.0,-0.19993822276592255,0.9655196070671082,1.2009423971176147,-0.9669304490089417,0.00030128308571875095,-0.0018963214242830873,0.25503310561180115
3.0,-4.710774898529053,-1.5601252317428589,1.0484551191329956,-1.5589712858200073,-1.5831575393676758,0.0,-0.197846457362175,0.9701591730117798,1.190629482269287,-0.9689139723777771,0.0007465117960236967,-0.005788787268102169,0.24732902646064758
4.0,-4.708631992340088,-1.5492768287658691,1.049628496170044,-1.5468188524246216,-1.595834732055664,0.0,-0.19502991437911987,0.9768164753913879,1.1750953197479248,-0.9717779159545898,0.001123768393881619,-0.011723745614290237,0.2356034815311432
5.0,-4.70529842376709,-1.5346646308898926,1.0510610342025757,-1.5303300619125366,-1.6128753423690796,0.0,-0.19173581898212433,0.985201358795166,1.1543800830841064,-0.9753482937812805,0.0011652965331450105,-0.019744472578167915,0.2197830080986023
6.0,-4.700594425201416,-1.5161900520324707,1.0526877641677856,-1.5095221996307373,-1.6342768669128418,0.0,-0.18819540739059448,0.9950029850006104,1.1285709142684937,-0.9793714880943298,0.0005636338028125465,-0.029917186126112938,0.19984044134616852
7.0,-4.694425106048584,-1.4939347505569458,1.0544692277908325,-1.484406590461731,-1.6600357294082642,0.0,-0.1845690757036209,1.0057045221328735,1.0979640483856201,-0.9835085868835449,-0.001000246498733759,-0.04233391210436821,0.1758347600698471
8.0,-4.68657112121582,-1.4677441120147705,1.0563594102859497,-1.4547632932662964,-1.6908159255981445,0.0,-0.18089799582958221,1.0168626308441162,1.0626639127731323,-0.9873669743537903,-0.0039213309064507484,-0.057420019060373306,0.14762850105762482
9.0,-4.6772003173828125,-1.4384124279022217,1.0583263635635376,-1.4215751886367798,-1.726069688796997,0.0,-0.17729519307613373,1.027733325958252,1.0240941047668457,-0.9903568625450134,-0.008492293767631054,-0.07501034438610077,0.11616705358028412
10.0,-4.666436195373535,-1.4063034057617188,1.0603368282318115,-1.3854831457138062,-1.7653781175613403,0.0,-0.17386284470558167,1.037979006767273,0.9831715226173401,-0.9919790625572205,-0.014999764040112495,-0.094963937997818,0.08206433802843094
11.0,-4.65447473526001,-1.371592402458191,1.0623936653137207,-1.3471072912216187,-1.8086528778076172,0.0,-0.17050686478614807,1.0475592613220215,0.9405912160873413,-0.9917599558830261,-0.023653220385313034,-0.11726109683513641,0.04585423693060875
12.0,-4.641471862792969,-1.3344907760620117,1.064497470855713,-1.306787133216858,-1.8557813167572021,0.0,-0.1671859622001648,1.056442141532898,0.8970065712928772,-0.9892536401748657,-0.03466704487800598,-0.14181579649448395,0.007994411513209343
13.0,-4.627533912658691,-1.2954022884368896,1.0666433572769165,-1.2645446062088013,-1.9065676927566528,0.0,-0.16394059360027313,1.0644901990890503,0.8531906604766846,0.9840392470359802,0.04825419932603836,0.1684422641992569,0.031075533479452133
14.0,-4.612771511077881,-1.2550337314605713,1.0688307285308838,-1.2202342748641968,-1.9607125520706177,0.0,-0.16083678603172302,1.0714901685714722,0.810177206993103,0.9757406115531921,0.06456273794174194,0.19684168696403503,0.07081938534975052
15.0,-4.597301959991455,-1.2140682935714722,1.0710582733154297,-1.1734530925750732,-2.0178847312927246,0.0,-0.15795312821865082,1.077341914176941,0.7689052820205688,0.964026153087616,0.08369670063257217,0.2266453206539154,0.110817089676857
16.0,-4.58131217956543,-1.1727584600448608,1.0732882022857666,-1.1246135234832764,-2.07755708694458,0.0,-0.15544472634792328,1.0826314687728882,0.7298113107681274,0.948681652545929,0.10559660941362381,0.25732624530792236,0.1504521667957306
17.0,-4.564949989318848,-1.1312172412872314,1.0755236148834229,-1.0742093324661255,-2.138814926147461,0.0,-0.15367546677589417,1.0879926681518555,0.6928709149360657,0.9296520948410034,0.13009627163410187,0.28814297914505005,0.1891971081495285
18.0,-4.5483245849609375,-1.089601993560791,1.0777653455734253,-1.0225045680999756,-2.200906276702881,0.0,-0.15298068523406982,1.0938706398010254,0.6579208970069885,0.9069696068763733,0.15696747601032257,0.3184308111667633,0.22664806246757507
19.0,-4.531554222106934,-1.047990322113037,1.080001711845398,-0.9698179960250854,-2.2630231380462646,0.0,-0.15368103981018066,1.100618600845337,0.6245455145835876,0.8807904124259949,0.18587513267993927,0.34751415252685547,0.2624741494655609
20.0,-4.514749526977539,-1.006428837776184,1.0822056531906128,-0.9166280627250671,-2.324334144592285,0.0,-0.15606382489204407,1.1084564924240112,0.5921686887741089,0.8514184951782227,0.2163742035627365,0.37475141882896423,0.2963615953922272
21.0,-4.498002529144287,-0.9649932980537415,1.0843408107757568,-0.8635737299919128,-2.3839807510375977,0.0,-0.16035956144332886,1.1174030303955078,0.5601634979248047,0.8193231225013733,0.2479141354560852,0.3995712697505951,0.3280107080936432
22.0,-4.481354713439941,-0.9236799478530884,1.0863806009292603,-0.8111705780029297,-2.4405908584594727,0.0,-0.16682720184326172,1.127065896987915,0.5277257561683655,0.7851510047912598,0.27984392642974854,0.42130526900291443,0.35738953948020935
23.0,-4.465035438537598,-0.8824334144592285,1.088300108909607,-0.7610449194908142,-2.492687225341797,0.0,-0.17541252076625824,1.1370798349380493,0.49396052956581116,0.749954879283905,0.3111804723739624,0.43942421674728394,0.3842405378818512
24.0,-4.449121952056885,-0.8416239023208618,1.0900968313217163,-0.7140775322914124,-2.5404694080352783,0.0,-0.1857171356678009,1.147049903869629,0.4589420258998871,0.7144448161125183,0.34136295318603516,0.4542200565338135,0.4083188772201538
25.0,-4.433704376220703,-0.8019645810127258,1.0917518138885498,-0.6710100173950195,-2.583895683288574,0.0,-0.19732293486595154,1.1564552783966064,0.42326775193214417,0.6794793009757996,0.3698110282421112,0.46600279211997986,0.42940565943717957
26.0,-4.41881799697876,-0.7643998861312866,1.0932108163833618,-0.6321887969970703,-2.622955322265625,0.0,-0.2098405361175537,1.1647976636886597,0.3880350887775421,0.6458908915519714,0.3960665762424469,0.4751916825771332,0.447380393743515
27.0,-4.404524803161621,-0.7300297021865845,1.0944292545318604,-0.597714900970459,-2.657641887664795,0.0,-0.22286644577980042,1.1717214584350586,0.3546889126300812,0.6144822239875793,0.4197605550289154,0.4822639226913452,0.4622058570384979
28.0,-4.390990257263184,-0.6998381018638611,1.0954031944274902,-0.567603588104248,-2.687947988510132,0.0,-0.23592910170555115,1.1771001815795898,0.3246266543865204,0.5859823822975159,0.44060927629470825,0.4876856803894043,0.4739736020565033
