time,ur20-shoulder_pan_joint,ur20-shoulder_lift_joint,ur20-elbow_joint,ur20-wrist_1_joint,ur20-wrist_2_joint,ur20-wrist_3_joint,target-POS_X,target-POS_Y,target-POS_Z,target-ROT_X,target-ROT_Y,target-ROT_Z,target-ROT_W,waypoint_kind
0.0,2.995979,-1.247504,2.643224,-1.395739,-4.617605,-4.712388,-0.7125109434127808,-0.07041238993406296,0.17678885161876678,0.4364328384399414,-0.5563425421714783,-0.5563517808914185,0.4364425837993622,planned
0.16492917742625995,2.9896569478508908,-1.2407794738406768,2.627699604490971,-1.3869389948909547,-4.568126246772122,-4.7123881553269005,-0.7206880450248718,-0.05004590004682541,0.1760735660791397,0.4207424819469452,-0.5683013200759888,-0.5683104395866394,0.4207524359226227,planned
0.3298655393007621,2.9833212896888823,-1.2340401849010505,2.612141134188948,-1.378119665146357,-4.5186453382097715,-4.712388515472412,-0.727948784828186,-0.02978389710187912,0.17537525296211243,0.404720276594162,-0.5798209309577942,-0.5798298716545105,0.40473008155822754,planned
0.49480190117526435,2.9769709526529198,-1.2272851237786662,2.596546500737406,-1.3692798511620274,-4.469164429647421,-4.712388502526043,-0.7343081831932068,-0.009674791246652603,0.17469406127929688,0.38837847113609314,-0.5908918380737305,-0.5909005403518677,0.38838839530944824,planned
0.6597382630497666,2.9706032939949214,-1.2205119366537818,2.580909857819742,-1.3604161752557973,-4.41968352108507,-4.712388038635254,-0.7397861480712891,0.01023634523153305,0.17402973771095276,0.37172871828079224,-0.601505696773529,-0.6015138030052185,0.37173888087272644,planned
0.8246746249242688,2.9642215528393585,-1.21372359657529,2.565238301607134,-1.3515326006292376,-4.37020261252272,-4.712388038635254,-0.7443962693214417,0.029899515211582184,0.17338301241397858,0.35478487610816956,-0.6116528511047363,-0.6116607189178467,0.35479509830474854,planned
0.989610986798768,2.9578256708369177,-1.2069203290809285,2.5495320883977075,-1.3426294018235685,-4.32072170396037,-4.712388277989961,-0.748158872127533,0.04926883429288864,0.17275378108024597,0.33756008744239807,-0.6213251948356628,-0.6213328838348389,0.33757007122039795,planned
1.1545473486732702,2.95141546204455,-1.200101951817122,2.533791175110805,-1.3337066288555717,-4.271240795398019,-4.712388279065062,-0.7510982155799866,0.06830024719238281,0.17214208841323853,0.3200671672821045,-0.630514919757843,-0.6305223703384399,0.32007724046707153,planned
1.3194837105477724,2.944990975859458,-1.1932684663625441,2.518015333668824,-1.3247639964154163,-4.2217598868356685,-4.7123882469523855,-0.7532398700714111,0.08695088326931,0.17154806852340698,0.3023195266723633,-0.6392146944999695,-0.6392215490341187,0.30232980847358704,planned
1.4844200724222745,2.9385523608471034,-1.186419860371303,2.502204494884307,-1.3158015622321204,-4.172278978273318,-4.712388515472412,-0.7546127438545227,0.10517901927232742,0.17097215354442596,0.28433141112327576,-0.6474166512489319,-0.6474234461784363,0.2843415439128876,planned
1.6493564342967766,2.9320994581785866,-1.1795561329739965,2.486358745150277,-1.3068194197658165,-4.122798069710967,-4.712388611576077,-0.7552473545074463,0.12294556200504303,0.17041416466236115,0.2661161720752716,-0.6551145911216736,-0.6551212072372437,0.2661263942718506,planned
1.8142927961712787,2.9256325202110913,-1.1726773217783897,2.470478484272166,-1.2978174709093229,-4.0733171611486165,-4.712388973703873,-0.7551759481430054,0.14021208882331848,0.16987387835979462,0.24768857657909393,-0.6623019576072693,-0.6623081564903259,0.24769817292690277,planned
1.9792291580457808,2.919147710848186,-1.1657797375184993,2.454554824636393,-1.2887909133197755,-4.023836252586266,-4.712388587932941,-0.7544397711753845,0.15694738924503326,0.16935157775878906,0.22906072437763214,-0.6689731478691101,-0.6689788699150085,0.2290705442428589,planned
2.144165519920283,2.9126472738307023,-1.1588653160080133,2.4385921310427823,-1.2797423990036867,-3.974355344023915,-4.712388515472412,-0.7530724406242371,0.17311546206474304,0.16884759068489075,0.2102484554052353,-0.6751221418380737,-0.6751275658607483,0.21025823056697845,planned
2.3091018817947853,2.9061321135357825,-1.1519352060635066,2.4225931994792083,-1.2706732963690244,-3.9248744354615646,-4.7123887097267305,-0.7511107921600342,0.1886836141347885,0.16836179792881012,0.19126637279987335,-0.6807435154914856,-0.680748701095581,0.19127613306045532,planned
2.4740382436692876,2.899602413109433,-1.144989661545217,2.4065586465486644,-1.2615839466998513,-3.875393526899214,-4.712389070541676,-0.7485942840576172,0.20362254977226257,0.16789434850215912,0.1721295714378357,-0.6858326196670532,-0.6858375668525696,0.17213885486125946,planned
2.63897460554379,2.8930554639737958,-1.1380258134687533,2.3904818208823286,-1.252470703850844,-3.8259126183368632,-4.7123894242205235,-0.7455699443817139,0.2179086059331894,0.1674453467130661,0.15285174548625946,-0.690385103225708,-0.69038987159729,0.15286073088645935,planned
2.8039109674182905,2.8864879603148976,-1.131040021765064,2.374354364759374,-1.2433287038726155,-3.776431709774513,-4.712389167282419,-0.7420852184295654,0.2315213978290558,0.16701443493366241,0.1334466189146042,-0.6943974494934082,-0.694401741027832,0.1334557682275772,planned
2.968847329292793,2.8799047396493056,-1.124037575428912,2.358188557177197,-1.2341649164350366,-3.7269508012121624,-4.712389159788707,-0.7381772398948669,0.2444334328174591,0.1666022390127182,0.11393135786056519,-0.6978651285171509,-0.6978691816329956,0.11394032090902328,planned
3.133783691167295,2.8733060831708683,-1.1170187812459123,2.3419850879872848,-1.2249797409228427,-3.6774698926498117,-4.712389498321327,-0.733891487121582,0.25662529468536377,0.16620880365371704,0.0943213403224945,-0.7007852792739868,-0.7007890939712524,0.0943298190832138,planned
3.2987200530417975,2.8666824090832703,-1.10997331580533,2.325719873509761,-1.2157595752607007,-3.627988984087461,-4.712389831621488,-0.729288637638092,0.26809218525886536,0.16583344340324402,0.07462842017412186,-0.7031553983688354,-0.7031588554382324,0.07463624328374863,planned
3.463656414916298,2.860039629977544,-1.1029074165514743,2.3094073911290947,-1.2065127412969419,-3.578508075525111,-4.712390161751786,-0.7244075536727905,0.27881312370300293,0.16547702252864838,0.05486990138888359,-0.7049727439880371,-0.704975962638855,0.054877541959285736,planned
3.6285927767908004,2.853380775899411,-1.0958243690696579,2.2930553399500426,-1.1972435238599017,-3.52902716696276,-4.712390422821045,-0.7192921042442322,0.2887740731239319,0.16513967514038086,0.035062409937381744,-0.7062352299690247,-0.7062382102012634,0.0350697860121727,planned
3.7935291386653027,2.8466983133822485,-1.0887162446216112,2.276645662990212,-1.1879415658785706,-3.4795462584004095,-4.712390422821045,-0.7140008211135864,0.29797548055648804,0.16482087969779968,0.015219011344015598,-0.706941545009613,-0.7069442868232727,0.015226141549646854,planned
