time,ur20-shoulder_pan_joint,ur20-shoulder_lift_joint,ur20-elbow_joint,ur20-wrist_1_joint,ur20-wrist_2_joint,ur20-wrist_3_joint,target-POS_X,target-POS_Y,target-POS_Z,target-ROT_X,target-ROT_Y,target-ROT_Z,target-ROT_W
0.0,-1.9047518968582153,-2.327513043080465,-1.771849513053894,-2.1838224569903772,2.8076372146606445,3.1270974432118237e-07,0.0209999680519104,0.8893083930015564,0.10774364322423935,0.4999999701976776,-0.5,-0.4999999701976776,0.49999988079071045
0.1967078633606434,-1.9073991884549941,-2.3284161843091695,-1.7835421376863179,-2.1712267578975286,2.8049899018180415,2.4936687650300073e-07,0.021048903465270996,0.8813421130180359,0.10197554528713226,0.5,-0.4999999403953552,-0.49999991059303284,0.4999999403953552
0.3933967091143131,-1.9100488445110542,-2.329320132188967,-1.7952452057224337,-2.158619808809529,2.802340224497181,1.8596743326566076e-07,0.021037280559539795,0.8733127117156982,0.09629709273576736,0.4999999701976776,-0.5,-0.5,0.4999999701976776
0.579391052054064,-1.912707574298081,-2.325857471111138,-1.8065361219157055,-2.1507915814563012,2.7996814743919565,1.4816486604829768e-07,0.02103400230407715,0.8653953075408936,0.09520178288221359,0.5,-0.49999991059303284,-0.4999999701976776,0.49999991059303284
0.8082273765385803,-1.915379215518433,-2.315359740915471,-1.81715553727596,-2.1506698610771307,2.79700981439205,1.516389854303705e-07,0.021082043647766113,0.857696533203125,0.10131992399692535,0.5,-0.5,-0.49999991059303284,0.5
1.0049100569368061,-1.91805100639496,-2.3048614226729742,-1.8277755474994295,-2.1505481338796018,2.7943380047349162,1.55113299420692e-07,0.021070897579193115,0.8499428629875183,0.10736894607543945,0.5,-0.5,-0.5,0.5
1.210199143991206,-1.9207228643868892,-2.2943628407126635,-1.8383958244976166,-2.150426403624285,2.791666127961909,1.585877006858008e-07,0.021000146865844727,0.8421354293823242,0.11334733664989471,0.5,-0.4999999701976776,-0.4999999701976776,0.4999999701976776
1.415344902328945,-1.9242789554039565,-2.2882666852986766,-1.8519023010580433,-2.1430162277253624,2.7881100627383306,2.6582489155439274e-08,0.0210568904876709,0.8323228359222412,0.11387362331151962,0.5,-0.5,-0.4999999701976776,0.5
1.6871140107488256,-1.9278266309277723,-2.282197307934954,-1.865375828980482,-2.1356122223716936,2.784562413026606,-1.0532457684300846e-07,0.02103602886199951,0.8225047588348389,0.11439654976129532,0.4999999701976776,-0.5000000596046448,-0.5,0.5
1.8212524747090972,-1.9285608601108617,-2.2855763630924857,-1.8684348068647292,-2.1291742432263123,2.78382818068258,-1.0100671612923505e-07,0.021020710468292236,0.8204659819602966,0.10999277979135513,0.4999999403953552,-0.5000000596046448,-0.5,0.5
2.079607015147618,-1.9268783710885407,-2.2970700243628546,-1.862547718558107,-2.123567645718216,2.7855106416591973,2.0316638798932857e-08,0.021024882793426514,0.8250665664672852,0.1013011783361435,0.4999999701976776,-0.4999999701976776,-0.49999991059303284,0.5
2.294470998081011,-1.926601122958468,-2.3048554689610543,-1.8617533398869472,-2.116576543227246,2.7857878636659867,9.125288579618246e-08,0.02102440595626831,0.8258252143859863,0.09416518360376358,0.5,-0.5000000596046448,-0.4999999403953552,0.5
2.5889453813590197,-1.9301130031378995,-2.302669914350031,-1.874691909879036,-2.105823458718153,2.782275962444991,2.6565557883955043e-08,0.02106630802154541,0.8163885474205017,0.09139447659254074,0.4999999701976776,-0.4999999701976776,-0.4999999701976776,0.5
2.807932306297219,-1.933619469011984,-2.3004877292332426,-1.8876105323315984,-2.095086952360927,2.778769475561783,-3.802204084404469e-08,0.02103245258331299,0.8069338202476501,0.08869721740484238,0.4999999403953552,-0.5,-0.4999999403953552,0.5
2.995670710543507,-1.9365321728754283,-2.292667845311301,-1.8977735278151424,-2.092743836943141,2.775856785897159,-5.266290659767311e-08,0.021048367023468018,0.7993221879005432,0.09231813997030258,0.5,-0.4999999701976776,-0.4999999701976776,0.4999999701976776
3.192264021227473,-1.9390871519272272,-2.281449600954691,-1.9062761651933082,-2.095459479341714,2.7733018422654894,-3.720054833912026e-08,0.021080076694488525,0.7927820086479187,0.09965621680021286,0.5000000596046448,-0.5,-0.5,0.49999988079071045
3.3890346929825483,-1.941648402656526,-2.2702038193035308,-1.9147996738970126,-2.098181787796244,2.770740627043265,-2.1700234808755612e-08,0.021054983139038086,0.7861619591712952,0.10693433880805969,0.5,-0.49999991059303284,-0.49999991059303284,0.4999999701976776
3.6044223967976743,-1.9439182803954178,-2.26401944013129,-1.9224141179149907,-2.0967517623472145,2.76847076647796,-2.0002631379882215e-08,0.021018922328948975,0.7803293466567993,0.10982974618673325,0.4999999403953552,-0.5,-0.5,0.4999999403953552
3.929623725800881,-1.9453698828936021,-2.272047092366454,-1.9274755626745463,-2.0836627156681735,2.7670191296746642,-5.7061015182445496e-08,0.02106255292892456,0.7768027186393738,0.10065226256847382,0.5,-0.4999999403953552,-0.5,0.5
4.126287518977294,-1.9468260650293534,-2.2801000709136057,-1.932552975705439,-2.0705323745645496,2.7655629131255726,-9.423631388894706e-08,0.021061360836029053,0.7731760144233704,0.09151231497526169,0.4999999403953552,-0.5,-0.5,0.4999999403953552
4.368754800887816,-1.9482870949278066,-2.288179858558385,-1.9376472919058656,-2.057358321361798,2.764101848699214,-1.315353725442063e-07,0.021014869213104248,0.769448459148407,0.08241027593612671,0.4999999701976776,-0.49999991059303284,-0.4999999701976776,0.5
4.587707001642293,-1.951871734695485,-2.286448229006127,-1.9488569748093756,-2.047880278209644,2.7605171871898513,-1.0915425214458706e-07,0.02107483148574829,0.7608487010002136,0.0801900252699852,0.5000000596046448,-0.49999991059303284,-0.4999999403953552,0.4999999403953552
4.784418869690008,-1.9559885416582987,-2.2822457734447026,-1.9615984160244184,-2.0393412925560255,2.756400361724956,-7.175345973705273e-08,0.021092116832733154,0.7510240077972412,0.0797274261713028,0.4999999403953552,-0.4999999403953552,-0.4999999403953552,0.5000000596046448
