time,ur20-shoulder_pan_joint,ur20-shoulder_lift_joint,ur20-elbow_joint,ur20-wrist_1_joint,ur20-wrist_2_joint,ur20-wrist_3_joint,target-POS_X,target-POS_Y,target-POS_Z,target-ROT_X,target-ROT_Y,target-ROT_Z,target-ROT_W,speed_scale
0.0,1.9927528540240687,-0.6606019178973597,1.445325255393982,-0.784722626209259,-2.7196171283721924,0.0,-0.2849985361099243,1.0089396238327026,0.09099575132131577,0.5000044107437134,0.49999532103538513,0.4999951422214508,0.5000049471855164,0.1
2.496300032362342,1.9861957032643216,-0.650587436846072,1.4133628256883968,-0.7627743270551348,-2.726174045465388,0.0,-0.28500160574913025,1.0283737182617188,0.09559280425310135,0.5000044107437134,0.49999532103538513,0.49999508261680603,0.5000050663948059,0.10108750812267094
4.965777129823055,1.9798206685578554,-0.6400647110284536,1.3805916991129508,-0.7405271782192963,-2.7325490754198265,0.0,-0.28500425815582275,1.047808051109314,0.10018998384475708,0.500004768371582,0.4999952018260956,0.4999952018260956,0.500004768371582,0.10428193904347892
7.35958418516052,1.973622171275921,-0.6290131983052647,1.346960019010408,-0.7179470668232157,-2.738747796866148,0.0,-0.2850077152252197,1.06724214553833,0.10478732734918594,0.5000047087669373,0.49999526143074036,0.49999526143074036,0.5000046491622925,0.10950147057620625
8.951078164635284,1.9778488384077058,-0.6356943329056935,1.3700370134977806,-0.7343426735857438,-2.7345209822455674,0.0,-0.28502464294433594,1.05397629737854,0.10049928724765778,0.5000047087669373,0.4999951720237732,0.4999951124191284,0.5000048279762268,0.17756281569588672
10.104570217772796,1.9740331651801317,-0.6288721313113173,1.3484717916719378,-0.719599651943703,-2.738336634433821,0.0,-0.2851630449295044,1.0663018226623535,0.10378260910511017,0.500004768371582,0.4999951422214508,0.4999951422214508,0.5000048279762268,0.13823343397219773
11.91028406857109,1.967954195498509,-0.6179881730063751,1.3143719447122904,-0.6963838264357457,-2.744415604115444,0.0,-0.28504204750061035,1.0855720043182373,0.10901696979999542,0.500004768371582,0.4999952018260956,0.4999952018260956,0.500004768371582,0.1472256314139553
13.605772238072188,1.9620687564824693,-0.605946413994279,1.2789653723399463,-0.6730188745308195,-2.7503011972097138,0.0,-0.28502142429351807,1.1049824953079224,0.11370900273323059,0.5000047087669373,0.4999952018260956,0.4999952018260956,0.5000047087669373,0.16099164898888135
15.156372286243506,1.9563505651260775,-0.593195107134546,1.242442408135832,-0.649247235513912,-2.7560193649535694,0.0,-0.28502392768859863,1.124416708946228,0.11830681562423706,0.5000047087669373,0.4999952018260956,0.4999952018260956,0.5000047087669373,0.17629865159269598
16.572356344322234,1.950784190981873,-0.579799890533864,1.2047788373722252,-0.6249789837277153,-2.7615855874598507,0.0,-0.2850261926651001,1.1438511610031128,0.1229044646024704,0.5000048279762268,0.4999951124191284,0.4999951720237732,0.500004768371582,0.19301297253072341
17.86573652601335,1.9453643952419573,-0.5657171184881652,1.165872273197413,-0.6001553542925888,-2.767005348735725,0.0,-0.28502869606018066,1.1632858514785767,0.1275021731853485,0.5000048279762268,0.4999951422214508,0.4999952018260956,0.5000046491622925,0.2110256685566499
19.16636198616418,1.9400012053616817,-0.5493660329962112,1.1251480879805404,-0.5757820594482482,-2.772368589195693,0.0,-0.285025954246521,1.183022379875183,0.1303199678659439,0.500004768371582,0.49999523162841797,0.49999523162841797,0.500004768371582,0.19160648836021105
22.094666537446248,1.9213515338384712,-0.47168387423482383,0.9706323269557228,-0.45357526048527874,-2.6734579296198016,0.0,-0.284189909696579,1.2008455991744995,0.1281111091375351,0.5134585499763489,0.47552821040153503,0.46374645829200745,0.5432977080345154,0.1055325758088705
